variant_id,activation_rule_id,protection_mode,cycle_id,pair,side,timestamp_utc,anchor_week_open_utc,level_index,fill_count_before,decision,gate_mode,gate_active,block_reason,first_adverse_bypass,minutes_until_flatten,tau_until_flatten,directed_move_from_anchor_adr,current_pnl_adr,last_fill_pnl_adr,local_mfe_since_last_fill_adr,local_mae_since_last_fill_adr,reversion_evidence_units,local_mae_units,required_reversion_evidence_units,reversion_evidence_pass,is_late_session,progress_gate_active,current_distance_to_center_adr,avg_last3_fill_distance_to_center_adr,last3_fill_count,progress_last3_pass,close_timestamp_utc,close_reason,forward_price_pnl_adr,forward_net_usd,forward_max_pnl_adr,forward_min_pnl_adr,content_hash
RAW_GRID_T100_S020_GATE90_TRIANGLE_FORMULAIC_DIRECTIONLESS_GEOMETRY_V2_FLOORPIN,triangle_formulaic_directionless_geometry_v2_floorpin,baseline,RAW_GRID_T100_S020_GATE90_TRIANGLE_FORMULAIC_DIRECTIONLESS_GEOMETRY_V2_FLOORPIN|AUDCHF|SHORT|1,AUDCHF,SHORT,2019-04-16T13:11:00.000Z,2019-04-14T23:00:00.000Z,1,1,allowed,fixed_q,false,,true,409,0.311027,-0.080038,-0.080038,0,0,0.080038,0,1.007769,0.15,false,false,false,0.682254,0.601874,1,true,2019-04-16T20:00:00.000Z,session_flatten,-0.922759,-5.017735,0.021445,-1.069,9ECBFA2226995A8D3F643140D8B3822673145D607CA58C67BC28A01073AF537D
RAW_GRID_T100_S020_GATE90_TRIANGLE_FORMULAIC_DIRECTIONLESS_GEOMETRY_V2_FLOORPIN,triangle_formulaic_directionless_geometry_v2_floorpin,baseline,RAW_GRID_T100_S020_GATE90_TRIANGLE_FORMULAIC_DIRECTIONLESS_GEOMETRY_V2_FLOORPIN|AUDCHF|SHORT|1,AUDCHF,SHORT,2019-04-16T13:49:00.000Z,2019-04-14T23:00:00.000Z,2,2,allowed,fixed_q,false,,false,371,0.282129,-0.169836,-0.259584,-0.080038,0.101483,0.179546,1.277785,2.260687,0.2,true,false,false,0.772436,0.642064,2,true,2019-04-16T20:00:00.000Z,session_flatten,-0.922759,-5.017735,0.021445,-1.069,D469AC363778D42997C7CA3C77B33A2411DBBE1AB4686FF2CCE40D8A6149E462
RAW_GRID_T100_S020_GATE90_TRIANGLE_FORMULAIC_DIRECTIONLESS_GEOMETRY_V2_FLOORPIN,triangle_formulaic_directionless_geometry_v2_floorpin,baseline,RAW_GRID_T100_S020_GATE90_TRIANGLE_FORMULAIC_DIRECTIONLESS_GEOMETRY_V2_FLOORPIN|AUDCHF|SHORT|1,AUDCHF,SHORT,2019-04-16T14:18:00.000Z,2019-04-14T23:00:00.000Z,3,3,allowed,fixed_q,false,,false,342,0.260076,-0.251827,-0.50541,-0.259584,0.052677,0.245826,0.663263,3.095227,0.25,true,false,false,0.854778,0.685521,3,true,2019-04-16T20:00:00.000Z,session_flatten,-0.922759,-5.017735,0.021445,-1.069,811C81C9E34EBC45BDEA1BEFEB1AE84B16CE67D9611EA02DAE89BC0DCE361318
RAW_GRID_T100_S020_GATE90_TRIANGLE_FORMULAIC_DIRECTIONLESS_GEOMETRY_V2_FLOORPIN,triangle_formulaic_directionless_geometry_v2_floorpin,baseline,RAW_GRID_T100_S020_GATE90_TRIANGLE_FORMULAIC_DIRECTIONLESS_GEOMETRY_V2_FLOORPIN|AUDCHF|SHORT|1,AUDCHF,SHORT,2019-04-16T16:15:00.000Z,2019-04-14T23:00:00.000Z,4,4,allowed,fixed_q,false,,false,225,0.171103,-0.322104,-0.78627,-0.50541,0.37448,0.28086,4.715126,3.536344,0.3,true,true,true,0.925356,0.769823,3,false,2019-04-16T20:00:00.000Z,session_flatten,-0.922759,-5.017735,0.021445,-1.069,A9A916F61953FCC17BA638140DCEA738A1B7C14B72AE60FC33978800730CE885
RAW_GRID_T100_S020_GATE90_TRIANGLE_FORMULAIC_DIRECTIONLESS_GEOMETRY_V2_FLOORPIN,triangle_formulaic_directionless_geometry_v2_floorpin,baseline,RAW_GRID_T100_S020_GATE90_TRIANGLE_FORMULAIC_DIRECTIONLESS_GEOMETRY_V2_FLOORPIN|AUDCHF|SHORT|2,AUDCHF,SHORT,2019-04-17T13:21:00.000Z,2019-04-14T23:00:00.000Z,1,1,allowed,fixed_q,false,,true,399,0.303422,-0.100839,-0.100839,0,0,0.100839,0,1.15029,0.15,false,false,false,0.24459,0.143648,1,true,2019-04-17T13:50:00.000Z,target,0.341144,1.640541,0.341144,-0.174503,362C1D7079BD0B12177E049E1FDBC4338ECA28D367F0DA716C7CC0E07D78C6A5
RAW_GRID_T100_S020_GATE90_TRIANGLE_FORMULAIC_DIRECTIONLESS_GEOMETRY_V2_FLOORPIN,triangle_formulaic_directionless_geometry_v2_floorpin,baseline,RAW_GRID_T100_S020_GATE90_TRIANGLE_FORMULAIC_DIRECTIONLESS_GEOMETRY_V2_FLOORPIN|AUDCHF|LONG|3,AUDCHF,LONG,2019-04-17T14:11:00.000Z,2019-04-14T23:00:00.000Z,1,1,allowed,fixed_q,false,,true,349,0.265399,-0.132136,-0.132136,0,0.034977,0.132136,0.398989,1.507301,0.15,true,false,false,0.27565,0.143649,1,true,2019-04-17T18:01:00.000Z,target,0.709942,3.425615,0.709942,-0.287672,9C274C306D510DB1FF31CB351E70EA937D879B493D819C333899ADE123AFF60B
RAW_GRID_T100_S020_GATE90_TRIANGLE_FORMULAIC_DIRECTIONLESS_GEOMETRY_V2_FLOORPIN,triangle_formulaic_directionless_geometry_v2_floorpin,baseline,RAW_GRID_T100_S020_GATE90_TRIANGLE_FORMULAIC_DIRECTIONLESS_GEOMETRY_V2_FLOORPIN|AUDCHF|LONG|3,AUDCHF,LONG,2019-04-17T14:12:00.000Z,2019-04-14T23:00:00.000Z,2,2,allowed,fixed_q,false,,false,348,0.264639,-0.192374,-0.252668,-0.132136,0,0.120532,0,1.374932,0.2,false,false,false,0.335826,0.20965,2,true,2019-04-17T18:01:00.000Z,target,0.709942,3.425615,0.709942,-0.287672,656597B2F959B414242B99A7735301F2EA5A04F1C376A7634E2B00FC605A8837
RAW_GRID_T100_S020_GATE90_TRIANGLE_FORMULAIC_DIRECTIONLESS_GEOMETRY_V2_FLOORPIN,triangle_formulaic_directionless_geometry_v2_floorpin,baseline,RAW_GRID_T100_S020_GATE90_TRIANGLE_FORMULAIC_DIRECTIONLESS_GEOMETRY_V2_FLOORPIN|AUDCHF|LONG|10,AUDCHF,LONG,2019-04-18T09:27:00.000Z,2019-04-14T23:00:00.000Z,1,1,allowed,fixed_q,false,,true,633,0.481369,-0.093332,-0.093332,0,0.077776,0.093332,1.055005,1.266016,0.15,true,false,false,0.229218,0.135977,1,true,2019-04-18T12:02:00.000Z,target,0.33458,1.574846,0.33458,-0.093332,55B5A1266F1ADD76F15FFD6B6C005A6143A6F6A91B38B7E411D5824F5369F26B
RAW_GRID_T100_S020_GATE90_TRIANGLE_FORMULAIC_DIRECTIONLESS_GEOMETRY_V2_FLOORPIN,triangle_formulaic_directionless_geometry_v2_floorpin,baseline,RAW_GRID_T100_S020_GATE90_TRIANGLE_FORMULAIC_DIRECTIONLESS_GEOMETRY_V2_FLOORPIN|AUDCHF|SHORT|12,AUDCHF,SHORT,2019-04-18T13:43:00.000Z,2019-04-14T23:00:00.000Z,1,1,allowed,fixed_q,false,,true,377,0.286692,-0.071789,-0.071789,0,0.062087,0.071789,0.924987,1.06953,0.15,true,false,false,0.165028,0.093192,1,true,2019-04-18T14:05:00.000Z,target,0.211411,0.9705,0.211411,-0.122223,6E4A7C5AC2345B4CB16F9407778A9FC4F08D22A1DC8722F61ACAA9AA8CBA719E
RAW_GRID_T100_S020_GATE90_TRIANGLE_FORMULAIC_DIRECTIONLESS_GEOMETRY_V2_FLOORPIN,triangle_formulaic_directionless_geometry_v2_floorpin,baseline,RAW_GRID_T100_S020_GATE90_TRIANGLE_FORMULAIC_DIRECTIONLESS_GEOMETRY_V2_FLOORPIN|AUDCHF|SHORT|14,AUDCHF,SHORT,2019-04-18T15:58:00.000Z,2019-04-14T23:00:00.000Z,1,1,allowed,fixed_q,false,,true,242,0.18403,-0.069858,-0.069858,0,0,0.069858,0,1.040762,0.15,false,true,true,0.143672,0.073777,1,false,2019-04-18T16:35:00.000Z,target,0.36845,1.720901,0.36845,-0.201778,C97F0862FD263367E1D214170B235C86BE7B39BFD2FFE0F3BD4FF00D2D131CF3
RAW_GRID_T100_S020_GATE90_TRIANGLE_FORMULAIC_DIRECTIONLESS_GEOMETRY_V2_FLOORPIN,triangle_formulaic_directionless_geometry_v2_floorpin,baseline,RAW_GRID_T100_S020_GATE90_TRIANGLE_FORMULAIC_DIRECTIONLESS_GEOMETRY_V2_FLOORPIN|AUDCHF|SHORT|14,AUDCHF,SHORT,2019-04-18T16:01:00.000Z,2019-04-14T23:00:00.000Z,2,2,allowed,fixed_q,false,,false,239,0.181749,-0.135834,-0.201778,-0.069858,0,0.13192,0,1.965376,0.2,false,true,true,0.209683,0.108725,2,false,2019-04-18T16:35:00.000Z,target,0.36845,1.720901,0.36845,-0.201778,E826D23B4CA7B18E1C69FBFD3056E15F5C08D74F46042C488FEF4244786D2749
RAW_GRID_T100_S020_GATE90_TRIANGLE_FORMULAIC_DIRECTIONLESS_GEOMETRY_V2_FLOORPIN,triangle_formulaic_directionless_geometry_v2_floorpin,baseline,RAW_GRID_T100_S020_GATE90_TRIANGLE_FORMULAIC_DIRECTIONLESS_GEOMETRY_V2_FLOORPIN|AUDCHF|SHORT|16,AUDCHF,SHORT,2019-04-18T18:43:00.000Z,2019-04-14T23:00:00.000Z,1,1,allowed,fixed_q,false,,true,77,0.058555,-0.071801,-0.071801,0,0,0.071801,0,1.069709,0.15,false,true,true,0.14173,0.069894,1,false,2019-04-18T20:00:00.000Z,session_flatten,-0.184323,-1.068833,0,-0.184323,50037D6F83D49D37946FB2EB5F3B58386BDA638D420BD117021490518FEF036C
RAW_GRID_T100_S020_GATE90_TRIANGLE_FORMULAIC_DIRECTIONLESS_GEOMETRY_V2_FLOORPIN_REVERSION_EVIDENCE,triangle_formulaic_directionless_geometry_v2_floorpin_reversion_evidence,baseline,RAW_GRID_T100_S020_GATE90_TRIANGLE_FORMULAIC_DIRECTIONLESS_GEOMETRY_V2_FLOORPIN_REVERSION_EVIDENCE|AUDCHF|SHORT|1,AUDCHF,SHORT,2019-04-16T13:11:00.000Z,2019-04-14T23:00:00.000Z,1,1,allowed,reversion_evidence,false,,true,409,0.311027,-0.080038,-0.080038,0,0,0.080038,0,1.007769,0.15,false,false,false,0.682254,0.601874,1,true,2019-04-16T20:00:00.000Z,session_flatten,-0.922759,-5.017735,0.021445,-1.069,3BCD53FF025951BAC3A92B7BF942490B020F26691162129650B56DEAE1889FD2
